`Jan 30 16:24:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::engine: | Received PeerConnected message with peer info: PeerInfo { peer_id: [2, 251, 163, 36, 246, 153, 171, 101, 160, 163, 129, 32, 16, 226, 114, 198, 12, 165, 91, 96, 190, 54, 190, 79, 201, 151, 135, 80, 99, 42, 77, 175, 87] }
Jan 30 16:50:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 49, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:50:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 49, seq 7): Starting change to view 50
Jan 30 16:50:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(50), view 50, seq 7 *): Updated to view 50
Jan 30 16:50:55 bc1 pbft-engine[1136]: WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
Jan 30 16:50:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 50, seq 7 *): Starting change to view 51
Jan 30 16:50:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(51), view 51, seq 7): Updated to view 51
Jan 30 16:51:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 51, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:51:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 51, seq 7): Starting change to view 52
Jan 30 16:51:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(52), view 52, seq 7): Updated to view 52
Jan 30 16:51:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 52, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:51:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 52, seq 7): Starting change to view 53
Jan 30 16:51:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(53), view 53, seq 7): Updated to view 53
Jan 30 16:52:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 53, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:52:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 53, seq 7): Starting change to view 54
Jan 30 16:52:26 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(54), view 54, seq 7): Updated to view 54
Jan 30 16:52:56 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 54, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:52:56 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 54, seq 7): Starting change to view 55
Jan 30 16:52:56 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(55), view 55, seq 7 *): Updated to view 55
Jan 30 16:53:26 bc1 pbft-engine[1136]: WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
Jan 30 16:53:26 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 55, seq 7 *): Starting change to view 56
Jan 30 16:53:27 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(56), view 56, seq 7): Updated to view 56
Jan 30 16:53:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 56, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:53:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 56, seq 7): Starting change to view 57
Jan 30 16:53:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(57), view 57, seq 7): Updated to view 57
Jan 30 16:54:27 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 57, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:54:27 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 57, seq 7): Starting change to view 58
Jan 30 16:54:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(58), view 58, seq 7): Updated to view 58
Jan 30 16:54:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 58, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:54:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 58, seq 7): Starting change to view 59
Jan 30 16:54:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(59), view 59, seq 7): Updated to view 59
Jan 30 16:55:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 59, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:55:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 59, seq 7): Starting change to view 60
Jan 30 16:55:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(60), view 60, seq 7 *): Updated to view 60
Jan 30 16:55:58 bc1 pbft-engine[1136]: WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
Jan 30 16:55:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 60, seq 7 *): Starting change to view 61
Jan 30 16:55:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(61), view 61, seq 7): Updated to view 61
Jan 30 16:56:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 61, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:56:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 61, seq 7): Starting change to view 62
Jan 30 16:56:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(62), view 62, seq 7): Updated to view 62
Jan 30 16:56:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 62, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:56:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 62, seq 7): Starting change to view 63
Jan 30 16:56:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(63), view 63, seq 7): Updated to view 63
Jan 30 16:57:29 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 63, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:57:29 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 63, seq 7): Starting change to view 64
Jan 30 16:57:29 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(64), view 64, seq 7): Updated to view 64
Jan 30 16:57:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 64, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:57:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 64, seq 7): Starting change to view 65
Jan 30 16:57:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(65), view 65, seq 7 *): Updated to view 65
Jan 30 16:58:29 bc1 pbft-engine[1136]: WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
Jan 30 16:58:29 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 65, seq 7 *): Starting change to view 66
Jan 30 16:58:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(66), view 66, seq 7): Updated to view 66
Jan 30 16:59:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 66, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:59:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 66, seq 7): Starting change to view 67
Jan 30 16:59:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(67), view 67, seq 7): Updated to view 67
Jan 30 16:59:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 67, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 16:59:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 67, seq 7): Starting change to view 68
Jan 30 16:59:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(68), view 68, seq 7): Updated to view 68
Jan 30 17:00:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 68, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:00:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 68, seq 7): Starting change to view 69
Jan 30 17:00:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(69), view 69, seq 7): Updated to view 69
Jan 30 17:00:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 69, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:00:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 69, seq 7): Starting change to view 70
Jan 30 17:00:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(70), view 70, seq 7 *): Updated to view 70
Jan 30 17:01:01 bc1 pbft-engine[1136]: WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
Jan 30 17:01:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 70, seq 7 *): Starting change to view 71
Jan 30 17:01:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(71), view 71, seq 7): Updated to view 71
Jan 30 17:01:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 71, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:01:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 71, seq 7): Starting change to view 72
Jan 30 17:01:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(72), view 72, seq 7): Updated to view 72
Jan 30 17:02:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 72, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:02:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 72, seq 7): Starting change to view 73
Jan 30 17:02:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(73), view 73, seq 7): Updated to view 73
Jan 30 17:02:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 73, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:02:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 73, seq 7): Starting change to view 74
Jan 30 17:02:32 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(74), view 74, seq 7): Updated to view 74
Jan 30 17:03:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 74, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:03:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 74, seq 7): Starting change to view 75
Jan 30 17:03:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(75), view 75, seq 7 *): Updated to view 75
Jan 30 17:03:32 bc1 pbft-engine[1136]: WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
Jan 30 17:03:32 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 75, seq 7 *): Starting change to view 76
Jan 30 17:03:32 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(76), view 76, seq 7): Updated to view 76
Jan 30 17:04:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 76, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:04:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 76, seq 7): Starting change to view 77
Jan 30 17:04:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(77), view 77, seq 7): Updated to view 77
Jan 30 17:04:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 77, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:04:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 77, seq 7): Starting change to view 78
Jan 30 17:04:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(78), view 78, seq 7): Updated to view 78
Jan 30 17:05:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 78, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:05:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 78, seq 7): Starting change to view 79
Jan 30 17:05:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(79), view 79, seq 7): Updated to view 79
Jan 30 17:05:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 79, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:05:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 79, seq 7): Starting change to view 80
Jan 30 17:05:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(80), view 80, seq 7 *): Updated to view 80
Jan 30 17:06:03 bc1 pbft-engine[1136]: WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
Jan 30 17:06:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 80, seq 7 *): Starting change to view 81
Jan 30 17:06:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(81), view 81, seq 7): Updated to view 81
Jan 30 17:06:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 81, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:06:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 81, seq 7): Starting change to view 82
Jan 30 17:06:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(82), view 82, seq 7): Updated to view 82
Jan 30 17:07:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 82, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:07:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 82, seq 7): Starting change to view 83
Jan 30 17:07:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(83), view 83, seq 7): Updated to view 83
Jan 30 17:07:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 83, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:07:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 83, seq 7): Starting change to view 84
Jan 30 17:07:34 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(84), view 84, seq 7): Updated to view 84
Jan 30 17:08:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 84, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:08:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 84, seq 7): Starting change to view 85
Jan 30 17:08:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(85), view 85, seq 7 *): Updated to view 85
Jan 30 17:08:35 bc1 pbft-engine[1136]: WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
Jan 30 17:08:35 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 85, seq 7 *): Starting change to view 86
Jan 30 17:08:35 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(86), view 86, seq 7): Updated to view 86
Jan 30 17:09:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 86, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:09:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 86, seq 7): Starting change to view 87
Jan 30 17:09:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(87), view 87, seq 7): Updated to view 87
Jan 30 17:09:35 bc1 pbft-engine[1136]: WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
Jan 30 17:09:35 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 87, seq 7): Starting change to view 88
Jan 30 17:09:36 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(88), view 88, seq 7): Updated to view 88
Jan 30 17:10:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 88, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:10:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 88, seq 7): Starting change to view 89
Jan 30 17:10:06 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(89), view 89, seq 7): Updated to view 89
Jan 30 17:10:36 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 89, seq 7): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:10:36 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 89, seq 7): Starting change to view 90
Jan 30 17:10:36 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(90), view 90, seq 7 *): Updated to view 90
Jan 30 17:10:48 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 90, seq 7 *): Publishing block f00fea32116f5d75033c4f2bd04fe57f07d520bc244c1505d796a3aeddab2e5d2f42708aa31620fe86e777ae51056ee029baa4a280288b4b3e6407a6af5aa12d
Jan 30 17:10:48 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 90, seq 7 *): Got BlockNew: 7 / f00fea32116f5d75033c4f2bd04fe57f07d520bc244c1505d796a3aeddab2e5d2f42708aa31620fe86e777ae51056ee029baa4a280288b4b3e6407a6af5aa12d
Jan 30 17:10:48 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: f00fea32116f5d75033c4f2bd04fe57f07d520bc244c1505d796a3aeddab2e5d2f42708aa31620fe86e777ae51056ee029baa4a280288b4b3e6407a6af5aa12d
Jan 30 17:10:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:10:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 90, seq 7 *): Got BlockCommit for f00fea32116f5d75033c4f2bd04fe57f07d520bc244c1505d796a3aeddab2e5d2f42708aa31620fe86e777ae51056ee029baa4a280288b4b3e6407a6af5aa12d
Jan 30 17:10:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 90, seq 8 *): Initializing block on top of f00fea32116f5d75033c4f2bd04fe57f07d520bc244c1505d796a3aeddab2e5d2f42708aa31620fe86e777ae51056ee029baa4a280288b4b3e6407a6af5aa12d
Jan 30 17:10:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 90, seq 8 *): Publishing block df9bcdb637bb8c56c9f9d86fd6f78f300d295123edb5c69d30435a678ebdc8267be00b3bff4d7d284a17658be9c875ffaa6b5b99c3c6042507cb9f81cba70f28
Jan 30 17:10:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 90, seq 8 *): Got BlockNew: 8 / df9bcdb637bb8c56c9f9d86fd6f78f300d295123edb5c69d30435a678ebdc8267be00b3bff4d7d284a17658be9c875ffaa6b5b99c3c6042507cb9f81cba70f28
Jan 30 17:10:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: df9bcdb637bb8c56c9f9d86fd6f78f300d295123edb5c69d30435a678ebdc8267be00b3bff4d7d284a17658be9c875ffaa6b5b99c3c6042507cb9f81cba70f28
Jan 30 17:10:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:10:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 90, seq 8 *): Got BlockCommit for df9bcdb637bb8c56c9f9d86fd6f78f300d295123edb5c69d30435a678ebdc8267be00b3bff4d7d284a17658be9c875ffaa6b5b99c3c6042507cb9f81cba70f28
Jan 30 17:10:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 90, seq 9 *): Initializing block on top of df9bcdb637bb8c56c9f9d86fd6f78f300d295123edb5c69d30435a678ebdc8267be00b3bff4d7d284a17658be9c875ffaa6b5b99c3c6042507cb9f81cba70f28
Jan 30 17:10:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 90, seq 9 *): Publishing block 2846eadc10b2f6d419d57c3a3e47848d3e54b0d26e66c08fed8f7563f8cb01b431e305abfab08a75cae442278c4fe4fc69c5e261b7d31751664bd27f141a8571
Jan 30 17:10:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 90, seq 9 *): Got BlockNew: 9 / 2846eadc10b2f6d419d57c3a3e47848d3e54b0d26e66c08fed8f7563f8cb01b431e305abfab08a75cae442278c4fe4fc69c5e261b7d31751664bd27f141a8571
Jan 30 17:10:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 2846eadc10b2f6d419d57c3a3e47848d3e54b0d26e66c08fed8f7563f8cb01b431e305abfab08a75cae442278c4fe4fc69c5e261b7d31751664bd27f141a8571
Jan 30 17:10:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:10:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 90, seq 9 *): Got BlockCommit for 2846eadc10b2f6d419d57c3a3e47848d3e54b0d26e66c08fed8f7563f8cb01b431e305abfab08a75cae442278c4fe4fc69c5e261b7d31751664bd27f141a8571
Jan 30 17:10:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 90, seq 10 *): Initializing block on top of 2846eadc10b2f6d419d57c3a3e47848d3e54b0d26e66c08fed8f7563f8cb01b431e305abfab08a75cae442278c4fe4fc69c5e261b7d31751664bd27f141a8571
Jan 30 17:11:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 90, seq 10 *): Publishing block 32977aefd78dc7f924b8db7dac23cdd5ef2643e7dbc5fb17880db737c9d80b29105c6b39e48524b907f975799f7c18c8ea4d76a3f67d8ea015e63cf15878d2cb
Jan 30 17:11:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 90, seq 10 *): Got BlockNew: 10 / 32977aefd78dc7f924b8db7dac23cdd5ef2643e7dbc5fb17880db737c9d80b29105c6b39e48524b907f975799f7c18c8ea4d76a3f67d8ea015e63cf15878d2cb
Jan 30 17:11:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 32977aefd78dc7f924b8db7dac23cdd5ef2643e7dbc5fb17880db737c9d80b29105c6b39e48524b907f975799f7c18c8ea4d76a3f67d8ea015e63cf15878d2cb
Jan 30 17:11:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:11:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (Pr, view 90, seq 10 *): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:11:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (Pr, view 90, seq 10 *): Starting change to view 91
Jan 30 17:11:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:47 | Failed to cancel block when becoming secondary: InvalidState("Cannot cancel block in current state")
