WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187201, seq 372): Starting change to view 187202
INFO  | pbft_engine::node:48 | (V(187202), view 187202, seq 372): Updated to view 187202
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187202, seq 372): Starting change to view 187203
INFO  | pbft_engine::node:48 | (V(187203), view 187203, seq 372): Updated to view 187203
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187203
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187203, seq 372): Starting change to view 187204
INFO  | pbft_engine::node:48 | (V(187204), view 187204, seq 372 *): Updated to view 187204
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187204
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187204
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187204, seq 372 *): Starting change to view 187205
INFO  | pbft_engine::node:48 | (V(187205), view 187205, seq 372): Updated to view 187205
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187205, seq 372): Starting change to view 187206
INFO  | pbft_engine::node:48 | (V(187206), view 187206, seq 372): Updated to view 187206
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187206, seq 372): Starting change to view 187207
INFO  | pbft_engine::node:48 | (V(187207), view 187207, seq 372): Updated to view 187207
INFO  | pbft_engine::node:39 | (PP, view 187207, seq 372): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187207, seq 372): Starting change to view 187208
INFO  | pbft_engine::node:48 | (V(187208), view 187208, seq 372): Updated to view 187208
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187208, seq 372): Starting change to view 187209
INFO  | pbft_engine::node:48 | (V(187209), view 187209, seq 372 *): Updated to view 187209
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187209
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187209
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187209, seq 372 *): Starting change to view 187210
INFO  | pbft_engine::node:48 | (V(187210), view 187210, seq 372): Updated to view 187210
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187210, seq 372): Starting change to view 187211
INFO  | pbft_engine::node:48 | (V(187211), view 187211, seq 372): Updated to view 187211
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187211, seq 372): Starting change to view 187212
INFO  | pbft_engine::node:48 | (V(187212), view 187212, seq 372): Updated to view 187212
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187212
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187212
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187212, seq 372): Starting change to view 187213
INFO  | pbft_engine::node:48 | (V(187213), view 187213, seq 372): Updated to view 187213
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187213
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187213
INFO  | pbft_engine::node:58 | (PP, view 187213, seq 372): Got BlockNew: 372 / f1b5c166d9528381bc9bad92d742970fa16e2f21f96d57d1289f01bc7ba16a530bdc7a07e895f13e26001f69c3831fa48b0b45f3398cc5df40f40ca210eed94f
INFO  | pbft_engine::node:69 | Got BlockValid: f1b5c166d9528381bc9bad92d742970fa16e2f21f96d57d1289f01bc7ba16a530bdc7a07e895f13e26001f69c3831fa48b0b45f3398cc5df40f40ca210eed94f
DEBUG | pbft_engine::state:2 | (PP, view 187213, seq 372): Changing to Preparing
DEBUG | pbft_engine::state:2 | (Pr, view 187213, seq 372): Changing to Committing
DEBUG | pbft_engine::state:2 | (Co, view 187213, seq 372): Changing to Finishing false
INFO  | pbft_engine::node:81 | (Fi(false), view 187213, seq 372): Got BlockCommit for f1b5c166d9528381bc9bad92d742970fa16e2f21f96d57d1289f01bc7ba16a530bdc7a07e895f13e26001f69c3831fa48b0b45f3398cc5df40f40ca210eed94f
INFO  | pbft_engine::node:58 | (PP, view 187213, seq 373): Got BlockNew: 373 / ac332b438514a89042e64f6992d513be90106546a3e6cf61fc8a9384c3f688d64bad31440290bfb16a3335d131cbf6419e22ab4bb336f54c7825304dd3415821
INFO  | pbft_engine::node:69 | Got BlockValid: ac332b438514a89042e64f6992d513be90106546a3e6cf61fc8a9384c3f688d64bad31440290bfb16a3335d131cbf6419e22ab4bb336f54c7825304dd3415821
DEBUG | pbft_engine::state:2 | (PP, view 187213, seq 373): Changing to Preparing
DEBUG | pbft_engine::state:2 | (Pr, view 187213, seq 373): Changing to Committing
DEBUG | pbft_engine::state:2 | (Co, view 187213, seq 373): Changing to Finishing false
INFO  | pbft_engine::node:81 | (Fi(false), view 187213, seq 373): Got BlockCommit for ac332b438514a89042e64f6992d513be90106546a3e6cf61fc8a9384c3f688d64bad31440290bfb16a3335d131cbf6419e22ab4bb336f54c7825304dd3415821
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187213, seq 374): Starting change to view 187214
INFO  | pbft_engine::node:48 | (V(187214), view 187214, seq 374 *): Updated to view 187214
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187214
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187214
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187214, seq 374 *): Starting change to view 187215
INFO  | pbft_engine::node:48 | (V(187215), view 187215, seq 374): Updated to view 187215
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187215, seq 374): Starting change to view 187216
INFO  | pbft_engine::node:48 | (V(187216), view 187216, seq 374): Updated to view 187216
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187216, seq 374): Starting change to view 187217
INFO  | pbft_engine::node:48 | (V(187217), view 187217, seq 374): Updated to view 187217
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187217
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187217
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187217, seq 374): Starting change to view 187218
INFO  | pbft_engine::node:48 | (V(187218), view 187218, seq 374): Updated to view 187218
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187218, seq 374): Starting change to view 187219
INFO  | pbft_engine::node:48 | (V(187219), view 187219, seq 374 *): Updated to view 187219
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187219
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187219
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187219, seq 374 *): Starting change to view 187220
INFO  | pbft_engine::node:48 | (V(187220), view 187220, seq 374): Updated to view 187220
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187220
INFO  | pbft_engine::node:39 | (PP, view 187220, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187220, seq 374): Starting change to view 187221
INFO  | pbft_engine::node:48 | (V(187221), view 187221, seq 374): Updated to view 187221
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187221, seq 374): Starting change to view 187222
INFO  | pbft_engine::node:48 | (V(187222), view 187222, seq 374): Updated to view 187222
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187222
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187222
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187222
INFO  | pbft_engine::node:39 | (PP, view 187222, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187222, seq 374): Starting change to view 187223
INFO  | pbft_engine::node:48 | (V(187223), view 187223, seq 374): Updated to view 187223
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187223, seq 374): Starting change to view 187224
INFO  | pbft_engine::node:48 | (V(187224), view 187224, seq 374 *): Updated to view 187224
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187224
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187224
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187224, seq 374 *): Starting change to view 187225
INFO  | pbft_engine::node:48 | (V(187225), view 187225, seq 374): Updated to view 187225
INFO  | pbft_engine::node:39 | (PP, view 187225, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187225, seq 374): Starting change to view 187226
INFO  | pbft_engine::node:48 | (V(187226), view 187226, seq 374): Updated to view 187226
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187226, seq 374): Starting change to view 187227
INFO  | pbft_engine::node:48 | (V(187227), view 187227, seq 374): Updated to view 187227
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187227
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187227, seq 374): Starting change to view 187228
INFO  | pbft_engine::node:48 | (V(187228), view 187228, seq 374): Updated to view 187228
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187228
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187228
INFO  | pbft_engine::node:39 | (PP, view 187228, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187228, seq 374): Starting change to view 187229
INFO  | pbft_engine::node:48 | (V(187229), view 187229, seq 374 *): Updated to view 187229
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187229
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187229
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187229, seq 374 *): Starting change to view 187230
INFO  | pbft_engine::node:48 | (V(187230), view 187230, seq 374): Updated to view 187230
INFO  | pbft_engine::node:39 | (PP, view 187230, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187230, seq 374): Starting change to view 187231
INFO  | pbft_engine::node:48 | (V(187231), view 187231, seq 374): Updated to view 187231
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187231, seq 374): Starting change to view 187232
INFO  | pbft_engine::node:48 | (V(187232), view 187232, seq 374): Updated to view 187232
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187232
INFO  | pbft_engine::node:39 | (PP, view 187232, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187232, seq 374): Starting change to view 187233
INFO  | pbft_engine::node:48 | (V(187233), view 187233, seq 374): Updated to view 187233
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187233, seq 374): Starting change to view 187234
INFO  | pbft_engine::node:48 | (V(187234), view 187234, seq 374 *): Updated to view 187234
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187234
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187234
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187234, seq 374 *): Starting change to view 187235
INFO  | pbft_engine::node:48 | (V(187235), view 187235, seq 374): Updated to view 187235
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187235, seq 374): Starting change to view 187236
INFO  | pbft_engine::node:48 | (V(187236), view 187236, seq 374): Updated to view 187236
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187236, seq 374): Starting change to view 187237
INFO  | pbft_engine::node:48 | (V(187237), view 187237, seq 374): Updated to view 187237
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187237
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187237
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187237, seq 374): Starting change to view 187238
INFO  | pbft_engine::node:48 | (V(187238), view 187238, seq 374): Updated to view 187238
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187238
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187238
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187238, seq 374): Starting change to view 187239
INFO  | pbft_engine::node:48 | (V(187239), view 187239, seq 374 *): Updated to view 187239
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187239
